cisGene.Symbol,transGene.Symbol
ASAP3,SLC35A3
GNG12,PSMB8
RP11-152H18.3,SRP9P1
ZNF655,RP11-148L24.1
RP1-197B17.3,
PPM1L,CLDN19
NUDT2,ALS2CR11
LINC01166;RP13-137A17.4,RNU6-112P
SAP30L,KIAA0196
RP11-497H16.2,OCLN
C10orf68;CCDC7,SIT1
CCDC144B,USP32P1
GCSH,GCSHP5
ZNF814,SRGAP2
RP11-439A17.7,WI2-1896O14.1
GSTP1,TMEM151A
RBSN;ZFYVE20,LRIG2
AC018738.2,RPS28P7
P2RX6P,CTD-3193O13.9;PRR36
RP11-195E2.1,RP11-20J15.3
GSTM2,TMEM109
DOCK3,RP1-59M18.2
RP11-879F14.2,HMGCS2
GNS,BOD1
RP11-958N24.2,NPIPA8
ARHGEF35,SLC9B2
BRINP3,DNAJC13
ATP11B,
AMIGO1,LLPH
LAMA5-AS1;RP11-157P1.5,GRIN3A
CTC-444N24.13,BRPF1
TMEM184B,UBE3B
RP11-678G14.2,RP11-3P17.3;RPL23AP42
ROR2,KB-1448A5.1
PRMT2,ANXA11
SAP30L,TGDS
CFHR3,
CNTNAP3B,PGM5P2
GNG12,CHCHD3
MRPS7,NRGN
RP11-480I12.5,LINC01088
AC009133.12,FAM86DP
GOLGA8N,ZNF785
ZNF304,YIPF6
THAP9-AS1,TRAPPC2L
DHFR,MSN
C22orf34,EXPH5
NPIPA1,RP11-504P24.8
SYPL2,FAM132B
DOHH,ITIH3
BMPR1A,BMPR1APS2
AC104654.2,HSD3B7
AC016722.4,PABPC4L
HTR1F,
MFF,GINS4
RPL38,STAT3
GOLT1B,CDC7
TMEM229B,GAPDHP74
SLC12A8,CYP3A5
TNRC6A,KDM2B
GUSBP3,PRTFDC1
COA6,WARS2
RPL38,IFITM3
HSD3B7,ZNF618
EHHADH,SDHC
CIAO1,UEVLD
NBPF2P,ALB
MYOZ1,RP11-466A19.1
MPND,ZNF681
AC093838.4,
NTMT1,FBXO38
ANKMY2,BTRC
NOXA1,HACD4;PTPLAD2
RP11-43F13.3,HTATSF1
RP11-677M14.7,RP3-402G11.28
RALGAPA1,RALGAPA1P
PAQR8,ERP29
PIGC,SLC6A3
AC087294.2,KLHL2P1
FAM106A,AC022596.6;KRT16P6
MPHOSPH9,C6orf100;LINC01556
RP11-399K21.14,CBFB
AC012146.7,DAP
C9orf156,TNFAIP2
RP11-274B21.1,LINC01347
RP11-274B21.2,LINC01347
USP40,C8orf44
RP11-750B16.1,FAM83D
SAP30L,PSMD6
STX8,CTB-179K24.3
CICP14,CICP22
RP11-347C12.1,NFYB
PSORS1C2,FRK
TBC1D7,NUP153
GPR37,FAM185A
DBT,RP11-1055B8.3
LYNX1,GPATCH2
ARMC4P1,AC093838.4
VASH2,RNF212
HNRNPCP7,DYNC1I2
RP11-879F14.2,HADHA
RP11-448G15.3,ARL14EP
RNF126P1,RP11-69L16.4
KAT8,GNA13
CRLS1,SERTM1
EBPL,HDGFRP3
PEBP4,SNX4
RP11-958N24.2,
GPX7,BAG3
LRRC23,MKRN2
CTD-2366F13.1,LAPTM4B
AC026740.1,RP11-381K20.5
MYL5,RP11-1069G10.1
SRP54,CRHR1-IT1
CDC25B,GRB2
SPG21,TUBB
CTD-2547L24.4,ATP9A
ANXA5,
CD2BP2,EPB41L4A
LINC00957,WI2-3658N16.1
CANX,DERL3
FAHD2CP,CTB-25B13.12
ZNF850,PDLIM1
RNF123,FAN1
RP11-290P14.2,
MEF2D,GCNT4
EFS,LCMT1
NETO1,PCK2
MVB12B,C1orf110;CCDC190
BOK-AS1,COG2
ZNF320,ERRFI1
HCG4P5,ELAVL3
PRKAR1B,CDC14B
GSTM3,CTD-2562J15.4
RPL23AP7,AC002055.4;RPL23AP82
PCGF3,
ZNF518A,RP3-467L1.6
CNTROB,SSBP2
SCUBE2,AF146191.4
NDUFS5,NRADDP
FAM120B,MAPK4
FAHD2B,C6orf47-AS1
PKD1P1,RP11-304L19.2
AC138969.4,RP11-304L19.2
RP1-239B22.5,GPD1
PRPSAP2,LGI1
FOLH1B,ACKR1;DARC
FAM180A,CCDC41;CEP83
RP11-750B16.1,ARFGEF1
ACBD5,SYNPO2L
ALS2CR12,SYT15
AC018638.1,CICP22
PPFIA2,ZNF350
AMH,RP11-284F21.10
CCNJ,RPL37A
SNX16,SULF1
hsa-mir-1199,C2orf68
RP11-611O2.5,FMR1
SPG21,XXbac-BPG252P9.9
CEP104,AC074138.3;LINC01534
NEK4,RP11-49K24.8
RP11-621L6.3,RP11-318L16.6
AC002550.5,TPTE2P5
TAP2,FXYD6
RP11-53O19.1,TRGV2
MRPL54,CACNB3
hsa-mir-1199,PRMT2
LINC01604;MINCR;RP13-582O9.5,ADCY4
RELL1,INO80C
FXYD2,TMEM79
FCF1P2,C11orf30
SPATA6L,RP11-611E13.2
ZNF285,RBP7
AC093627.9,HERC2P9
GOLGA8N,AC026150.8
CDH13,C3orf35
AC034243.1,MAEL
NEK2,ITGB1P1
HSD3B7,RBM38
RP3-460G2.2,RP11-562A8.5
VSIG10,BAK1P2
PFAS,DHX37
RASIP1,DAZAP1
GUSBP3,APC
APTR;RSBN1L-AS1,RP11-56M3.1
AGAP4,SPATA20
RP11-396F22.1,CLIC1
CTD-2331H12.5,FKRP
ZNF252P,GABBR1
BTN2A2,PTMS
AC034243.1,PSMG2
CTD-3193O13.14,
RPS23,RPS23P8
MGMT,RMDN1
HK1,ATPAF1
RAB40B,ZC3H11A
ARPP19,SCN3A
GHRLOS,CP
RP11-152H18.3,RP11-1000B6.5
CTC-297N7.10,GOLIM4
SRR,MRPL50
NIPA1,ATP11B
C2CD5,NPRL2
TBC1D7,RP11-677N16.1
TDRD6,TBX21
C1orf170;PERM1,GCHFR
BLOC1S2,ADAMTS8
RP11-359H3.1,
PATL2,MIR635
RP11-762H8.2,ETV4
RP11-181C3.1,INPP5A
CCDC114,LA16c-306E5.3
LRP2BP,NR4A2
CD320,RPS28P7
UBE2E3,SEL1L3
SMPDL3A,DGCR8
ZNF814,TBCC
SEC16A,RP11-483H20.4
CSGALNACT2,SPIDR
AP2B1,AC116366.6
NOXA1,HLA-W
AC000032.2,HIF1A-AS1
GSTM1,HIF1A-AS1
RP11-457M11.5,GTF2F2P1
CCT6P3,UROD
GSAP,COL18A1
PWP2,GBGT1
PANX2,CHCHD7
DCLRE1B,TDH
AC024560.3,PEX1
RP11-37N22.1,RP11-27I1.4
KITLG,KLHL40
CTD-2303H24.2,AC022596.6;KRT16P6
RP11-479G22.8,TET1
RP4-782G3.1,MTND1P21
MYBPC3,RP11-293P20.2
RP11-1191J2.5,SAMD9L
PHACTR4,AP001877.1
BTNL3,TMEM191C
AC132008.1,RP11-535A19.1
TBC1D9B,AARS2
SLC9A3,NDUFB7
PTPN5,HMOX1
RPF2,AC006547.14;CCDC188
TPMT,PCNPP1
SNHG18,PRSS50
PTPRD-AS1;RP11-75C9.1,DNM2
C1orf233,SCARNA6
PM20D2,EIF5A2
AC006007.1,ENOX2
ADGRF4;GPR115,RP11-87H9.3
ALAD,PLAGL2
FANCA,BRI3
GIGYF1,MS4A6A
RP11-661A12.12,TSHZ1
RPSA,RPSAP19
RPS28,AC018738.2
RNF5,RNF5P1
KANK3,AC018738.2
RPS16,RP11-169K16.8
DHFR,DHFRP1
KANK3,RPS28P7
FAM106A,USP32P1
BAK1,BAK1P1
C4A,RNF5P1
RPL13,RPL13P12
ZNF322,ZNF322P1
RP11-798G7.8,
KANSL1,
RP11-958N24.2,PKD1P5
RPSA,RPSAP15
WNT3,LRRC37A4P
RP11-274B21.2,CICP13
MTRF1L,RP11-756P10.3
ANKRD20A1,ANKRD20A2
RP11-195B21.3,ANKRD20A2
RPL23AP7,AC002055.4;RPL23AP82
RP11-274B21.1,CICP13
GCSH,GCSHP5
CHRFAM7A,CHRNA7
GOLGA8H,CHRNA7
ARL17B,
RPS16,ZNF90
RP11-958N24.2,NPIPA8
RPL12,RPL12P16
RALGAPA1,RALGAPA1P
RP11-958N24.2,
PGM5P4;RP11-395L14.5,AC002055.4;RPL23AP82
CLEC18A,NPIPB15
PYROXD1,RP11-819M15.1
PDXDC2P,NPIPB15
HIST2H2BA,NBPF14
RPL12,RPL12P4
RP3-509I19.1,ACKR4
DDX11L2,AC002055.4;RPL23AP82
PKD1P1,NPIPA8
RPS18,
RP11-212P7.2,CICP5
AC138969.4,NPIPA8
RC3H1,SERPINC1
RP11-274B21.2,CICP5
AC012309.5;LINC01535,LINC00665
SNHG9,RPS2P5
RP11-274B21.1,CICP5
ABHD5,RHOBTB2
RP11-195E2.1,OCLN
RP11-195E2.4,OCLN
AC018638.1,RP11-261C10.7
RP11-274B21.2,RP11-261C10.7
HIST2H2BA,WI2-1896O14.1
B3GALT6,PGM3
RP11-274B21.3,RP11-261C10.7
AC138969.4,PKD1P5
RP11-274B21.4,RP11-261C10.7
AC069513.4,AC024560.2
AC069213.1;MUC20P1,AC024560.2
ZNF79,RPL12P4
AC005363.9,RPS2P5
SYCP2L,TRMT61A
STAG3L1,STAG3L3
CNTNAP3B,
SLC2A8,RPL12P4
RP11-331F4.4,PNLIPRP2
CTD-3092A11.1,GOLGA8R
GTF2H2,OCLN
TMCO1,SYPL1
RP11-331F4.4,CELA2B
SPATA17,RP13-143G15.3
TPP1,BLZF1
AC103965.1;GOLGA2P7,RP13-996F3.3
LINC01515;RP11-222A11.1,ZNF263
RPL23AP7,AP006222.1;RPL23AP21
DLG2,AP003026.1
RP11-212P7.2,CICP13
ALS2CR11,OR7M1P
DFFA,GFRA1
DTNA,APLNR
THRA,GPR3
GBA,ALAS1
TMEM237,OR7M1P
HMBS,RRAS
CXCR6,CHST15
GLUD1P2,RP11-403B2.6
HERC1,SLC27A6
PMS2P3,STAG3L3
RP11-331F4.4,PNLIP
RPL23AP7,
SUSD4,
TUBA3E,TUBA3C
DCUN1D2,HERC2
C11orf35;LMNTD2,RP3-414A15.10
NDUFAF1,ZNF347
LSR,LINC00998
DUOX1,GAS7
RP11-331F4.4,PLA2G1B
NAT6,ATF2
H3F3A,H3F3AP4
NARS2,RP11-285G1.14
RP11-545I5.3,TSEN15
S100A14,EML3
MUL1,RNF41
WDR31,METAP2
MS4A7,
RP11-15A1.7,GCLM
NAIP,SMN2
VPS11,GTF3C2
SUSD4,TGFBR3L
WDR6,GPX1P1
NSA2,
LIPA,RP11-552M11.8
IFITM2,CHORDC1
ZNF775,FBP1
ACSF2,MCL1
CD59,RP5-1039K5.17
TYW1,NRROS
ASCC1,MPC1
RP11-161D15.3,PPIL1
CTB-75G16.3,
FRRS1,RBM17
LMF1,MTFMT
LA16c-390E6.4,STRN3
RP4-682C21.2,TMEM62
CLIP3,TIAM2
RP11-231I16.1,OSTM1
RP11-331F4.4,PRSS1
CDH24,TINAG
TSC22D4,RP11-439E19.9
RP11-229P13.19,DUSP13
ATG14,ARSJ
WISP1-OT1;WISP1-UT1,PDIA4
VPS11,EIF2B3
FAM136A,RP11-1079K10.4
ADGRB3;BAI3,
SUN1,MLLT10P1
TAF8,C2orf68
PRSS45,MORC2-AS1
GUCA1C,CHKA
URGCP,COQ10B
RFX8,FAM86HP
MIEF2,LYRM4
MLKL,BCL2L1
MXRA7,
EXOC4,DDR1
MLXIPL,
MAN2B2,SLC12A7
PLGRKT,SCGB1B2P
SEMA3A,MIR922
NPM1P26,EEF1DP3
YAF2,ME3
PLEKHG4,HHIPL1
SDHAP1,AC024560.2
WISP1-OT1;WISP1-UT1,MKNK1
BTN3A1,ACSL5
FARP1,COL6A1
KLKB1,BIK
ZNF507,FBXL17
TRIM55,RP11-442A13.1;TPT1P9
DPYD,SLC4A3
GOT2,AAED1
NIPSNAP1,TPM1
STARD4,MGA
MT1E,RNF14
LRRC69,KLHDC4
RPLP2,LINC00657
CHCHD2,RGS11
SHPRH,VEZT
PGM2,SPATA17
LINC00961,FGD5
GOLGA8O,GOLGA8I
CTD-3162L10.1,AC010642.2
YAF2,ZNF483
ZNF839,PLA2G4B
MOG,PRMT5
HIST2H2BA,RP5-892K4.1
12-Sep,
MSTO2P,
PLTP,DLK1
NME7,ZBED5
LRRC69,SYN2
SUSD2,SLC41A1
HMGB1,HMGB1P5
AC114730.3,TSC22D1
TSNARE1,RP11-247A12.2
ZNF593,RP5-1103B4.3
RP11-545I5.3,LRMP
CHKB,RAB33A
MGST2,TRMT10B
BTBD9,PHF21A
RABEP1,SERTAD4
RP11-212P7.2,PSMD4P1
RP11-331F4.4,PNLIPRP1
MRPL45,KLHL42
SETD9,CTC-338M12.4
ARHGEF19,TFB2M
CMTR2,ZNF112
CHAF1A,PFDN5
ZNF391,CENPB
PEPD,NAF1
ZNF514,hsa-mir-1199
MTRF1L,UBE2D3
PPM1J,TEX21P
APIP,RP11-196I18.3
LBH,GATA6-AS1
RP11-755F10.1,SVIL
CTC-325H20.2,RP3-508I15.21
POLR2E,RP11-967K21.1
HMBS,EIF2B3
HIGD2A,ZBTB7B
PRKXP1,
LRRC2,E2F1
PI3,IL10RA
NAT2,C16orf3;GAS8-AS1
AP001062.7,
ZNF333,NAA35
ME2,ZFHX4
LYG1,SYNRG
RASL11B,RASGRF2
CYP4B1,HMBOX1
RP1-317E23.7,YPEL1
U2AF1L4,
LAMTOR4,MLTK
MTFR1L,YPEL1
WDR90,AC096649.2
ADGRA3;GPR125,RP11-18I14.10;RPARP-AS1
PTPRD-AS1;RP11-75C9.1,ABO
XXbac-BPG300A18.13,SNRPF
BRF1,RP1-111C20.4
AGAP4,AGAP7
HLA-H,U2AF2
GOLGA8R,RP11-1000B6.3
RP11-932O9.9,RP11-1000B6.3
RP11-932O9.7,RP11-1000B6.3
RP11-64C12.8,TSPAN2
DNAJC6,UBAC2-AS1
PRKG1,CTC-435M10.6
RP11-19O2.1,VNN2
RPS23,PEBP1
CEP44,CTD-2659N19.10
CGGBP1,MESTP1
S100A6,TAB1
RP11-231I16.1,C1orf35
MON2,GKAP1
MLKL,ODF3B
RP11-378A13.1,RP4-800G7.3
MNAT1,IMP4
UBXN6,RP11-685M7.3
CRHR2,MRPS30
RP11-420A23.1,KANK2
MCM6,CLNS1A
NOMO3,RP11-480D4.2
C5orf47,CTDSPL
CAAP1,RP11-213G6.2
ITGAV,FBXL17
MGST2,NIPSNAP3A
PRSS44,CNN1
GLE1,GALT
HIGD1A,LDLRAD3
ARHGDIG,EIF4H
DVL3,UBAP1
CLIC3,DUSP13
VANGL1,DNAJA1
SYPL1,TM2D1
CLEC2D,VANGL2
COA1,GGT1
LYAR,CORO2B
FRRS1,PRPF6
ARHGEF19,CD300A
TUBA3D,VPS35
HTR2B,IRF2BP1
MCCC1,LMO7
RPF2,USP16
COMMD4,BAZ1B
SNX29P2,LINC00173
GRPEL1,STOML2
FHL3,SNAPIN
KCTD5,PAPD5
RP11-661A12.5,RP11-736K20.6
TBC1D10B,P4HA3
MICAL1,SBK3
VPS13A,RP11-69H7.3
SYNGR3,RPS2P5
TPP1,FKBP9
SCNN1D,GBF1
HLA-A,HLA-C
VN1R107P,PCAT6
IFRD1,AMPD2
FKBP2,PPP1R14BP3
LACC1,LL22NC03-2H8.4
PLGRKT,TCF24
LTBR,C6orf226
SYCE1L,RPS21
ZNRD1,LPAR5
RP11-380L11.4,NFE2
DGCR9,GP6
RP11-314C16.1,
TMEM38A,
LAMA3,HRASLS
IPO8,BVES-AS1
HAUS1,FOXD4
CYP4Z1,HMBOX1
CYP11A1,ZC3H7B
ADGRF4;GPR115,AP000487.5
MANEA,AC010883.5
PPP1R14B,PPP1R14BP3
HEXIM1,SSU72
ZNF667,EBI3
NSF,RP11-381K20.2
GPHN,RFNG
PANX1,DISC1
RP11-440L14.3,BTN3A1
HEXA,IL15
ACSF2,LPIN3
CHD1L,EIF6
TEX264,PROSC
RP11-6O2.4,YBX1P1
RP11-382B18.3,CHRNA7
RP11-19O2.1,RP11-1100L3.7
RP11-331F4.4,CELA3B
RP1-265C24.5,MIR611
THNSL1,PLA2G4C
SLC38A8,GALNT12
SEC16A,MRPL40
DOHH,RP11-49K24.4
DGKQ,KIAA1549
FAM106A,GUCA1B
RPS28,AC018738.2
AGAP8,AGAP4
CR848007.2,
PRELID1,AC016734.2
RP11-259G18.2,LRRC37A2
ANKRD20A7P,
PYROXD1,RP11-819M15.1
CR848007.2,CYP4F59P
CYP4F59P,
LGALS9C,USP32P1
CR848007.2,
ANKRD20A7P,CYP4F59P
CYP4F59P,
RP11-390F4.3,RBMXP2
ANKRD20A7P,
RP11-497H16.2,RP11-848G14.5
AC022596.2;KRT17P4,AC015818.3;KRT17P7
FAM21A,
FMO4,IL21R
AGAP9,RP11-144G6.12
RP11-3M1.1,RN7SL138P
TMEM159,ELP3
AGAP9,AGAP10;AGAP9
RP11-423H2.1,THOC3
STK19B;STK19P,RNF5P1
RALGAPA1,RALGAPA1P
RP11-274B21.1,CICP13
RP11-958N24.2,PKD1P5
RP11-793H13.11,ADAMTS17
AKR7A3,SHC2
RP11-95I16.4,RP11-400F19.6
CISD1,TMEM168
SNX29P2,
STK19B;STK19P,TMEM208
RN7SL1,RN7SL4P
RP11-958N24.2,
ESCO2,TP73
MICB,HLA-DMA
HLA-DPA1,ROCK2
PRKAR1B,BHMT
AC069213.1;MUC20P1,AC024560.2
RP11-383B4.4,ZNF230
URAHP,COPS5
RP11-958N24.2,NPIPA8
SPATA5L1,MAN1A1
MOGS,RP11-1348G14.4
CLEC18A,LINC00607
NOM1,TSPAN9
CD300E,HPSE
RP11-316M1.12,FBXO46
RP11-179K3.2,MIPEP
ENPP7,FLCN
MCCC1,RP11-90P5.2
CEP57,MGAT4B
ANKRD20A7P,FAM95B1
RP11-390F4.3,
APTX,TEX21P
AGAP6,CTD-2245E15.3
PCGF3,PTPN18
TYK2,KPNB1
TMEM159,ZMYM3
ADAT2,ZFP69
CASP9,LINGO3
RP11-793H13.11,LA16c-390E6.5
COL13A1,GFPT2
TTLL7,INTS6-AS1
UGT3A2,GLOD5
AKR7A3,HEXDC
SHARPIN,ATP1B1
UBE2K,HLA-F
DDR1,ASIC3
CD300E,FGR
PPA1,BCL7C
ZNF322,ZNF322P1
CTD-2368P22.1,ERI3
H3F3A,RP11-402J6.3
PPA1,MGME1
AC007308.7,LHPP
CTD-2651B20.4,LINC00607
RP11-195E2.4,GUSBP3
SMYD2,EFTUD1
SUMF1,DEAF1
ANKRD2,SRL
CTD-2368P22.1,TRMT10C
RP11-95I16.4,HSD17B1
MLIP,PPCS
RP11-1134I14.8,CCBE1
CCDC12,OSBPL9
RP11-616M22.1,LRP2
RP3-512B11.3,CTD-2206N4.4
MRPS10,AC018766.5;PTOV1-AS2
RSPRY1,CYP4F3
NME7,F13A1
FN3KRP,MKRN1
LRRC46,FAM20A
TMEM37,COX5BP2
PIGBOS1;RP11-139H15.1,
DNAJC18,LRBA
DPP8,POPDC2
XXbac-BPG248L24.12,TMEM132E
AC138969.4,NPIPA8
PPA1,KARS
SLC12A8,FN3KRP
PFKM,TMEM63C
PPA1,TATDN1
TSPAN9,C2orf72
C2orf43;LDAH,MGA
SH3D21,STARD4-AS1
LRRK2,C6orf47-AS1
SMIM20,ZBTB7B
CIAO1,C1QTNF6
Z83844.1,COX6B1
EFCAB13,NRBF2
IKBIP,TM4SF1
MASTL,TMEM107
CRTAP,LANCL1
ARSA,ARPC4
CTNS,RP11-131L23.1
GOLGA6L10,SLC30A9
COL13A1,BEND3
C6orf3,DCPS
LYSMD2,JMJD1C
RP11-122G18.5,NCS1
LDHA,LDHAP4
AGAP8,AGAP4
RPSA,RPSAP19
LGALS9C,USP32P1
RPS28,AC018738.2
EIF3F,EIF3FP3
PRELID1,AC016734.2
USP32P2,USP32P1
FAM21A,
RPS28,RPS28P7
CICP14,CICP13
CCDC144B,USP32P1
RP11-274B21.2,CICP13
RALGAPA1,RALGAPA1P
RP11-274B21.4,CICP13
RP11-274B21.3,CICP13
SPG7,RPL13P12
EIF3F,
RP11-995C19.2,
KANSL1,
RP11-423H2.1,THOC3
AC107982.4,USP32P1
WNT3,RP11-707O23.5
HMGB1,HMGB1P5
RPSA,RPSAP15
RP11-798G7.8,
AC005363.9,RP11-364L4.1
ZNF322,ZNF322P1
RP11-457M11.2,ZNF322P1
SP1,CTC-471F3.4;PRR13P5
RP11-958N24.2,PKD1P5
RP11-274B21.4,RP11-261C10.7
RP11-274B21.2,RP11-261C10.7
RP11-274B21.3,RP11-261C10.7
AC018638.1,RP11-261C10.7
BAK1,BAK1P1
AC138969.4,NPIPA8
PRR13,CTC-471F3.4;PRR13P5
RP11-958N24.2,
RP11-958N24.2,NPIPA8
RPL12,RPL12P16
RPS18,
CICP14,CICP5
RP11-274B21.1,CICP13
RP11-274B21.1,RP11-261C10.7
MXD3,AC016734.2
RP11-767N6.2,AC022182.2
RP11-274B21.4,CICP5
RP11-274B21.3,CICP5
RP11-274B21.2,CICP5
PKD1P1,PKD1P5
PKD1P1,NPIPA8
THOC3,RP11-423H2.1
PARGP1,AGAP4
FAM72B,NBPF14
RP11-439A17.7,NBPF14
RP11-274B21.9,RP11-261C10.7
CICP14,CICP26
RP11-274B21.2,CICP26
AC018638.1,CICP26
RP11-274B21.4,CICP26
RP11-274B21.3,CICP26
RP11-274B21.1,CICP5
PYROXD1,RP11-819M15.1
ZNF79,RPL12P4
DHFR,DHFRP1
RPL12,RPL12P4
MZT2A,AC018804.6
CHRFAM7A,CHRNA7
RP11-382B18.3,CHRNA7
RP11-274B21.9,CICP13
H3F3A,H3F3AP4
RP11-958N24.2,RP11-304L19.2
NOMO3,PKD1P5
RP11-995C19.2,RP11-798G7.8
KANSL1,RP11-798G7.8
CLEC18C,CLEC18B
RP11-274B21.1,CICP26
AGAP7,CTGLF11P
PDXDC2P,NPIPB15
GTF2H2C,RP11-195E2.4
RP11-195E2.1,RP11-848G14.5
RPS26,RPS26P6
MXRA7,
ZNF598,RPS2P46
ANKRD34B,DHFRP1
AC103965.1;GOLGA2P7,RP13-996F3.3
RP11-497H16.7,RP11-848G14.5
FAM103A1,FAM103A2P
GTF2H2B,RP11-848G14.5
CHRNA7,RP11-932O9.7
CLEC18A,CLEC18B
GPRIN2,CTGLF12P
RP11-38L15.3,CTGLF12P
RP11-932O9.7,CTD-3092A11.2
CHRNA7,CTD-3092A11.2
RP11-195E2.1,GUSBP3
NSFP1,
RP11-347C12.1,RP11-166B2.1
RP11-231C14.4,RP11-166B2.1
PDXDC2P,CLEC18B
RP11-848G14.2,RP11-195E2.1
RP11-848G14.5,RP11-195E2.1
RP11-33B1.4,CTD-2021A8.2
GUSBP3,GTF2H2
RP11-195E2.4,RP11-848G14.5
GTF2H2,RP11-848G14.5
RP11-497H16.2,RP11-848G14.5
GOLGA6L4,GOLGA6L10
RP11-497H16.7,GUSBP3
RPS3A,RPS3AP6
BDH2,BDH2P1
AGAP9,RP11-144G6.12
SF3B3,NPIPB15
RP11-497H16.4,RP11-848G14.5
CHRNA7,RP11-932O9.9
RPS26,RPS26P3
CHRFAM7A,RP11-632K20.7
RP11-382B18.3,RP11-632K20.7
RP11-497H16.4,GUSBP3
RP11-497H16.6,RP11-848G14.5
RP11-274B21.10,CICP13
ANKRD20A7P,
IGLV3-9,IGHA2
RPS26,RPS26P15
RP11-195E2.4,GUSBP3
GTF2H2,GUSBP3
GUSBP9,GUSBP3
RP11-497H16.2,GUSBP3
AC093838.4,AC018804.6
AGAP4,AGAP7
AHCTF1,AHCTF1P1
LL22NC03-2H8.4,
CLEC18C,NPIPB15
SMN2,SERF1A
RP11-345J4.5,RP11-166B2.1
IGLV3-9,IGHA1
AMT,GPX1P1
RP11-932O9.7,GOLGA8R
NPIPB11,RP11-166B2.1
CHRNA7,GOLGA8I
RP11-274B21.2,LINC01347
ENPP7P6,RP11-62H7.2
AGAP8,CTGLF11P
GTF2H2C,GTF2H2
CCHCR1,RNF5P1
RP11-274B21.4,LINC01347
RPS26,RPS26P8
PPA1,CTC-308K20.3
SNHG9,RPS2P5
GOLGA8R,CHRFAM7A
CTD-3092A11.2,CHRFAM7A
GTF2H2B,GUSBP3
LAMC1,LAMA2
CHRNA7,CHRFAM7A
SERF1A,RP11-98J23.2
RPS26,RPS26P47
RGPD8,RGPD6
RP11-274B21.4,CICP22
KANSL1,LRRC37A4P
LL22NC03-2H8.5,
RP11-932O9.7,GOLGA8I
RP11-932O9.7,CTD-3092A11.1
GUSBP3,RP11-195E2.1
RFC5,PMPCB
CICP14,CICP22
RP11-274B21.3,CICP22
LRRC37A3,FBXO48
LAMC1,RP1-69D17.3
GUSBP3,RP11-195E2.4
RPS3A,RPS3AP26
RP11-497H16.6,GUSBP3
LAMC1,LAMA4
CLEC18A,NPIPB15
HMBS,
RP11-347C12.2;SMG1P5,RP11-166B2.1
RFC5,CHIC1
HIBADH,CLPS
RP11-274B21.2,CICP22
STK19B;STK19P,PHLPP1
RP11-497H16.7,GTF2H2C
RP11-98J23.2,SERF1A
FCGR2C,CD14
RP11-497H16.7,RP11-848G14.2
RP11-195E2.4,GTF2H2C
GTF2H2,GTF2H2C
GUSBP9,GTF2H2C
RP11-497H16.2,GTF2H2C
ANKRD20A1,ANKRD20A2
RP11-195E2.4,RP11-848G14.2
GTF2H2,RP11-848G14.2
RP11-497H16.2,RP11-848G14.2
GOLGA8R,GOLGA8I
CTD-3092A11.2,GOLGA8I
DENND4B,CWC25
ZNF117,RP11-792A8.4
AGRN,IRF7
RP11-497H16.4,GTF2H2C
RP11-508N22.12,ZNF33B
PSMD13,WASH7P
SNRNP40,RP11-335G20.7
RP11-326C3.12,IL18RAP
RP11-326C3.15,IL18RAP
RP11-932O9.7,CHRFAM7A
AC123768.4,GOLGA8I
PCMTD2,VSIG10
PEX6,TDRD10
RP11-195E2.1,GTF2H2C
CR848007.2,
CHRNA7,ULK4P3
POU5F1,HLA-G
JMJD6,ANAPC5
ARL17A,RP11-798G7.8
RP11-252A24.2,RP11-296I10.3
RP11-755F10.3,CABP5
LPL,RP11-288H12.3
POU5F1P6,ACADS
NSA2,
RP11-252A24.2,PDPR
NFIX,WDR61
AGAP9,AGAP10;AGAP9
P4HTM,GPX1P1
ACE,RP11-334E6.10
RP11-421M1.8,CTD-2380F24.1
IGLV8-61,LPIN2
RSG1,LRRC28
GTF2H2B,GTF2H2C
SEC31B,AC007292.3
RP11-206L10.1,ALG1L12P
AHCY,RP11-483C6.1
TRIM31-AS1,RNF5P1
STAG3L1,STAG3L3
SGCE,EGFL6
KLHL18,ZNF212
ZNF239,PDCD2L
AC069213.1;MUC20P1,AC024560.2
FAM160A2,ARHGAP33
IL10RB,RP11-587D21.1
HSPG2,TWSG1
RP11-848G14.5,RNA5SP216
RP4-625H18.2,PRR29-AS1;RP11-214C8.2
CRHR1,WNT3
ACE,RP11-571M6.7
NNT,TECPR2
SCRN2,XIRP1
RP11-430H10.1,PPIB
SLC41A3,FCER1G
TOP2A,TROAP
CCDC9,RP11-544A12.4
NICN1-AS1,GPX1P1
KCNMB4,TRNP1
CFL2,ELOVL5
TMEM9B,SLC15A2
CYP4F34P,PRPS1P2
AC010761.13,CXADRP1
LINC00623,RP11-439A17.7
MLPH,TMEM125
RP11-290H9.4,GOLGA2P6
PRKRIRP7,CYP2R1
YWHAZ,YWHAZP3
RP11-1260E13.4,ZNF761
SMUG1,ZNF295-AS1
KANSL1,CRHR1-IT1
IGHV3-66,AC007347.1
VGF,PKP1
RP11-439C15.4,RHOBTB2
DLGAP1-AS1,IL3RA
GTF2H2B,RP11-848G14.2
RP11-227D13.1,GS1-393G12.12
MEFV,RUFY3
RP11-439H8.4,PAIP2B
GCNT7,RP3-416H24.1
RMI2,MALL
PGM5P4;RP11-395L14.5,AC002055.4;RPL23AP82
CWF19L2,ITGA1
RP11-819C21.1,ITGA1
